player,opponment,wins,losses,draws,as_black_wins,as_black_losses,as_black_draws,as_white_wins,as_white_losses,as_white_draws,win_ratio,lose_ratio,draw_ratio,kd_ratio,success_ratio,first_mover_advantage_win_ratio,first_mover_advantage_lose_ratio,first_mover_advantage_draw_ratio
slowpoke_r1,mcts,9,1,0,4,1,0,5,0,0,90.0,10.0,0.0,9.0,90.0,0.8,-,-
